partNumber,productName,spec,rate,stock,safety,laststock1,laststock2,laststock3,prdictSafety1,prdictSafety2,seasonPart,modelName,recommend,createTime,true_consumption1_x,true_consumption1_y
11026-000081-02,油嘴-注油配件-搭配CPC滑塊-02,M80M-20*12*7.5,1.0,79.0,8.0,2.0,8.0,0.0,1,2,0,2022-09-13-11-34-33,3,1663040931,0.0,0.0
11026-000142,油嘴-注油配件,ECH(B)14一體式滑座-滑塊油板-32*18*10.5,1.0,19.0,47.0,48.0,16.0,14.0,27,22,0,2022-09-13-11-34-33,49,1663040931,16.0,4.0
11026-000224,油嘴-注油配件-(TBI-2040),ETH17-螺帽油嘴-22*11*10,1.0,30.0,14.0,8.0,9.0,4.0,4,3,0,2022-09-13-11-34-33,7,1663040931,4.0,4.0
11026-000276,油嘴-注油配件-TBI,MK65-注油塊-21*20*10.5,1.0,0.0,26.0,32.0,15.0,3.0,14,24,0,2022-09-13-11-34-33,38,1663040931,16.0,1.0
11029-000019-02,軸心-皮帶抱持輪軸心-02,MK65-外徑20*長55-(兩端銑平面),1.0,30.0,26.0,32.0,13.0,3.0,21,22,0,2022-09-13-11-34-33,43,1663040931,16.0,1.0
11030-000003,螺帽-滑軌固定螺帽-M4雙孔式,MK65-70*8*4,1.0,50128.0,5000.0,541.0,244.0,61.0,339,335,0,2022-09-13-11-34-33,674,1663040931,228.0,14.0
11030-000004,螺帽-滑軌固定螺帽-M4單孔式,MK65-10*8*4,1.0,28714.0,3000.0,15.0,11.0,1.0,16,7,0,2022-09-13-11-34-33,23,1663040931,12.0,0.0
11030-000005,螺帽-滑軌固定螺帽-M5單孔式,MK85-10*8*4,1.0,8250.0,5000.0,441.0,339.0,109.0,396,410,0,2022-09-13-11-34-33,806,1663040931,338.0,50.0
11030-000006,螺帽-滑軌固定螺帽-M5三孔式,MK85-130*8*4,1.0,4424.0,4000.0,66.0,177.0,49.0,23,41,0,2022-09-13-11-34-33,64,1663040931,0.0,42.0
11037-000011-03,本體+硬化軌道(SUS440A)-03,GTH5-行程200-長340+PIN孔,1.0,0.0,0.0,426.0,191.0,184.0,412,359,0,2022-09-13-11-34-33,771,1663040931,532.0,354.0
11037-000047-02,本體+硬化軌道(SUS440A)-02,GTH8-行程600-長790+PIN孔,1.0,0.0,0.0,118.0,32.0,227.0,154,179,0,2022-09-13-11-34-33,333,1663040931,240.0,199.0
11037-000064-02,本體+硬化軌道(SUS440A)-02,GTH8-行程150-長340+PIN孔,1.0,0.0,0.0,429.0,159.0,246.0,272,325,0,2022-09-13-11-34-33,597,1663040931,292.0,188.0
11037-000065-02,本體+硬化軌道(SUS440A)-02,GTH8-行程200-長390+PIN孔,1.0,0.0,0.0,500.0,145.0,212.0,190,309,0,2022-09-13-11-34-33,499,1663040931,172.0,586.0
11037-000074-02,本體+硬化軌道(SUS440A)-02,GTH8-行程750-長940+PIN孔,1.0,0.0,0.0,155.0,25.0,32.0,33,78,0,2022-09-13-11-34-33,111,1663040931,113.0,47.0
11037-000075-02,本體+硬化軌道(SUS440A)-02,GTH8-行程800-長990+PIN孔,1.0,0.0,0.0,33.0,45.0,77.0,28,30,0,2022-09-13-11-34-33,58,1663040931,152.0,65.0
11045-000001,光電配件組-3組1套,TOYO-EE-SX672-DU-P201R-棕粉黑藍(含2米線),1.0,927.0,1624.0,500.0,1111.0,849.0,440,467,0,2022-09-13-11-34-33,907,1663040931,,
11045-000002,光電配件組-3組1套-GTH專用,TOYO-EE-SX674-DU-P201R-棕粉黑藍(含2米線),1.0,3994.0,11.0,5.0,4.0,8.0,84,38,0,2022-09-13-11-34-33,122,1663040931,,
11047-000011-02,立柱-Y軸立柱(左)+開口-02,JTH-515*131*42,1.0,0.0,2.0,16.0,1.0,26.0,7,18,0,2022-09-13-11-34-33,25,1663040931,1.0,6.0
11047-000012-02,立柱-Y軸立柱(右)+開口-02,JTH-515*131*42,1.0,0.0,2.0,16.0,1.0,26.0,6,19,0,2022-09-13-11-34-33,25,1663040931,1.0,6.0
11050-000001-02,釭頭螺絲-02,GTY4-外徑20*42.5L,1.0,201.0,300.0,91.0,41.0,19.0,55,68,0,2022-09-13-11-34-33,123,1663040931,29.0,66.0
11050-000004,釭頭螺絲-配合導桿使用,GTY5-外徑24*20L,1.0,1.0,13.0,5.0,11.0,3.0,10,6,0,2022-09-13-11-34-33,16,1663040931,3.0,1.0
12003-000023,固定板-導桿前板,Y50-110*40*12,1.0,0.0,32.0,14.0,14.0,22.0,19,9,0,2022-09-13-11-34-33,28,1663040931,5.0,27.0
12003-000029,固定板-馬達固定板,Y65-BW-國際400W-140*72*20,1.0,0.0,40.0,0.0,7.0,4.0,16,12,0,2022-09-13-11-34-33,28,1663040931,12.0,0.0
12003-000030,固定板-軸固定板,CSS-20*11*4,1.0,67.0,50.0,30.0,10.0,17.0,45,33,0,2022-09-13-11-34-33,78,1663040931,20.0,20.0
12003-000042,固定板-滑塊固定板,Y65+導軌-行程100-長184,1.0,0.0,4.0,4.0,3.0,1.0,2,2,0,2022-09-13-11-34-33,4,1663040931,0.0,1.0
12003-000053,固定板-馬達固定板,Y50L-國際100w-105*49.5*11.5,1.0,0.0,5.0,0.0,5.0,0.0,2,0,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
12003-000105,固定板-導桿支撐板,GTY5-124*52.7*12,1.0,0.0,13.0,5.0,9.0,3.0,10,8,0,2022-09-13-11-34-33,18,1663040931,3.0,1.0
12004-000002-02,固定座-馬達固定座-02,Y65-三菱400w,1.0,30.0,228.0,24.0,98.0,36.0,66,55,0,2022-09-13-11-34-33,121,1663040931,2.0,2.0
12004-000003-02,固定座-馬達固定座-02,Y50-三菱100w,1.0,26.0,70.0,17.0,19.0,11.0,21,37,0,2022-09-13-11-34-33,58,1663040931,4.0,28.0
12004-000004-02,固定座-馬達固定座-02,Y50-BW-100w-51.8*51.8*20.3,1.0,1.0,78.0,1.0,49.0,31.0,25,36,0,2022-09-13-11-34-33,61,1663040931,1.0,0.0
12005-000003,滑座,Y50-外徑38*61.5長,1.0,24.0,150.0,18.0,68.0,43.0,42,63,0,2022-09-13-11-34-33,105,1663040931,5.0,28.0
12005-000004-03,滑座-2-03,Y65-外徑48*67.5長,1.0,7.0,434.0,36.0,221.0,88.0,132,158,0,2022-09-13-11-34-33,290,1663040931,16.0,13.0
12007-000002-02,出力軸-02,Y65-長42.5-M25+M14+外徑29.7,1.0,18.0,439.0,26.0,203.0,79.0,135,132,0,2022-09-13-11-34-33,267,1663040931,16.0,12.0
12007-000005,出力軸,Y50-長42.5-M20+M12-外徑24.7,1.0,33.0,140.0,15.0,54.0,40.0,73,67,0,2022-09-13-11-34-33,140,1663040931,5.0,27.0
12007-000007,出力軸,Y50+導軌-長19-M20-外徑24.7+M6內牙,1.0,1.0,50.0,3.0,14.0,3.0,15,8,0,2022-09-13-11-34-33,23,1663040931,0.0,1.0
12007-000008,出力軸,Y65+導軌-長19-M25+外徑29.7,1.0,1.0,83.0,10.0,18.0,9.0,20,18,0,2022-09-13-11-34-33,38,1663040931,0.0,1.0
12008-000001,蓋板-馬達座蓋板,Y50-28.7*23.7*2,1.0,30.0,72.0,17.0,19.0,12.0,25,33,0,2022-09-13-11-34-33,58,1663040931,4.0,28.0
12008-000002,蓋板-油孔蓋板,Y50-16*10*1,1.0,84.0,590.0,53.0,294.0,131.0,204,247,0,2022-09-13-11-34-33,451,1663040931,21.0,41.0
12008-000003,蓋板-聯軸器蓋板,Y50-34.7*29.7*2,1.0,42.0,229.0,24.0,104.0,36.0,59,55,0,2022-09-13-11-34-33,114,1663040931,2.0,2.0
12009-000003,外蓋-皮帶輪外蓋,Y65-BW-140*72*厚2,1.0,0.0,201.0,10.0,122.0,47.0,54,75,0,2022-09-13-11-34-33,129,1663040931,14.0,11.0
12016-000001-02,皮帶輪-(鋁製)-02,P22-2GT-4-6,1.0,81.0,25.0,30.0,10.0,17.0,46,28,0,2022-09-13-11-34-33,74,1663040931,20.0,20.0
12016-000002-02,皮帶輪-(鋁製)-02,P22-2GT-4-6F,1.0,81.0,25.0,30.0,10.0,17.0,44,30,0,2022-09-13-11-34-33,74,1663040931,20.0,20.0
12023-000011,上蓋-寬38.6-高33.25,GTY5-行程50-長190-端距5/5,1.0,0.0,24.0,3.0,6.0,0.0,0,17,0,2022-09-13-11-34-33,17,1663040931,14.0,13.0
12023-000012,上蓋-寬38.6-高33.25,GTY5-行程100-長240-端距5/5,1.0,0.0,30.0,17.0,2.0,10.0,24,16,0,2022-09-13-11-34-33,40,1663040931,5.0,3.0
12023-000013,上蓋-寬38.6-高33.25,GTY5-行程150-長290-端距5/5,1.0,4.0,30.0,79.0,4.0,25.0,39,38,0,2022-09-13-11-34-33,77,1663040931,27.0,6.0
12023-000014,上蓋-寬38.6-高33.25,GTY5-行程200-長340-端距5/5,1.0,1.0,15.0,22.0,12.0,9.0,20,19,0,2022-09-13-11-34-33,39,1663040931,17.0,6.0
12023-000016,上蓋-寬38.6-高33.25,GTY5-行程300-長440-端距5/5,1.0,0.0,20.0,0.0,24.0,3.0,12,8,0,2022-09-13-11-34-33,20,1663040931,7.0,1.0
12023-000017,上蓋-寬38.6-高33.25,GTY5-行程350-長490-端距5/5,1.0,1.0,5.0,0.0,18.0,0.0,3,4,0,2022-09-13-11-34-33,7,1663040931,5.0,1.0
12023-000018,上蓋-寬38.6-高33.25,GTY5-行程400-長540-端距5/5,1.0,0.0,5.0,0.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,15.0
12023-000023,上蓋-寬57-高31.5,GTY8-行程50-長240-端距5/5,1.0,0.0,5.0,31.0,8.0,1.0,12,15,0,2022-09-13-11-34-33,27,1663040931,4.0,2.0
12023-000024,上蓋-寬57-高31.5,GTY8-行程100-長290-端距5/5,1.0,0.0,10.0,25.0,38.0,9.0,20,5,0,2022-09-13-11-34-33,25,1663040931,16.0,5.0
12023-000025,上蓋-寬57-高31.5,GTY8-行程150-長340-端距5/5,1.0,0.0,5.0,5.0,18.0,1.0,13,8,0,2022-09-13-11-34-33,21,1663040931,16.0,2.0
12023-000026,上蓋-寬57-高31.5,GTY8-行程200-長390-端距5/5,1.0,0.0,5.0,4.0,8.0,5.0,4,8,0,2022-09-13-11-34-33,12,1663040931,2.0,3.0
12024-000011,支桿-外徑24,GTY5-行程50-長119,1.0,73.0,30.0,3.0,6.0,0.0,0,15,0,2022-09-13-11-34-33,15,1663040931,14.0,13.0
12024-000012,支桿-外徑24,GTY5-行程100-長169,1.0,47.0,36.0,17.0,2.0,10.0,18,20,0,2022-09-13-11-34-33,38,1663040931,5.0,3.0
12024-000013,支桿-外徑24,GTY5-行程150-長219,1.0,55.0,60.0,81.0,14.0,21.0,47,28,0,2022-09-13-11-34-33,75,1663040931,24.0,2.0
12024-000014,支桿-外徑24,GTY5-行程200-長269,1.0,29.0,36.0,19.0,12.0,9.0,22,18,0,2022-09-13-11-34-33,40,1663040931,17.0,6.0
12024-000016,支桿-外徑24,GTY5-行程300-長369,1.0,57.0,13.0,0.0,23.0,3.0,13,9,0,2022-09-13-11-34-33,22,1663040931,7.0,1.0
12024-000017,支桿-外徑24,GTY5-行程350-長419,1.0,30.0,4.0,0.0,9.0,0.0,2,2,0,2022-09-13-11-34-33,4,1663040931,5.0,1.0
12024-000018,支桿-外徑24,GTY5-行程400-長469,1.0,71.0,4.0,0.0,0.0,0.0,1,3,0,2022-09-13-11-34-33,4,1663040931,0.0,15.0
12024-000023,支桿-外徑26,GTY8-行程50-長143,1.0,46.0,26.0,31.0,9.0,1.0,12,19,0,2022-09-13-11-34-33,31,1663040931,4.0,2.0
12024-000024,支桿-外徑26,GTY8-行程100-長193,1.0,39.0,31.0,25.0,38.0,9.0,17,6,0,2022-09-13-11-34-33,23,1663040931,16.0,5.0
12024-000026,支桿-外徑26,GTY8-行程200-長293,1.0,13.0,14.0,4.0,8.0,5.0,7,5,0,2022-09-13-11-34-33,12,1663040931,2.0,3.0
12024-000027,支桿-外徑26,GTY8-行程250-長343,1.0,20.0,9.0,2.0,11.0,4.0,3,6,0,2022-09-13-11-34-33,9,1663040931,6.0,15.0
12024-000028,支桿-外徑26,GTY8-行程300-長393,1.0,20.0,14.0,29.0,2.0,4.0,6,7,0,2022-09-13-11-34-33,13,1663040931,13.0,2.0
12024-000036,支桿-外徑26,GTY8-行程700-長793,1.0,70.0,3.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,2.0,1.0
16101-401001,CABLE-I/O隔離線(含磁環),JW-HIF6/32P-1.5M#2464(17P)-(1.5米),1.0,139.0,483.0,183.0,163.0,162.0,147,138,0,2022-09-13-11-34-33,285,1663040931,238.0,166.0
16102-000001,控制器組,TC-100 controller set(含I/O排線、接頭),1.0,144.0,136.0,74.0,55.0,54.0,55,99,0,2022-09-13-11-34-33,154,1663040931,86.0,73.0
18193-001-01,塑膠件-防撞塊-修改,8mm防撞塊-33*13.5*7,1.0,1199.0,17.0,17.0,12.0,24.0,22,0,0,2022-09-13-11-34-33,22,1663040931,6.0,0.0
18232-003-01,光電-光電接頭(含2米線)+端子,TOYO-DU-P201R-棕粉黑藍,1.0,149.0,62.0,28.0,7.0,30.0,26,58,0,2022-09-13-11-34-33,84,1663040931,0.0,16.0
18232-003-02,光電-光電接頭(含5米線)+端子,TOYO-DU-P501R-棕粉黑藍,1.0,90.0,10.0,7.0,2.0,10.0,7,4,0,2022-09-13-11-34-33,11,1663040931,0.0,2.0
18232-003-03,光電-光電接頭(含3米線)+端子,TOYO-DU-P301R-棕粉黑藍,1.0,100.0,16.0,9.0,1.0,5.0,6,15,0,2022-09-13-11-34-33,21,1663040931,0.0,6.0
18998-053-08,螺帽-負壓接頭固定螺帽,M5外六角螺帽-厚度修改為3.1,1.0,33.0,17.0,32.0,8.0,38.0,13,14,0,2022-09-13-11-34-33,27,1663040931,0.0,0.0
18999-008-01,塑膠件-防撞塊-修改1,8mm防撞塊-27*16.5*8,1.0,100.0,868.0,70.0,442.0,176.0,272,335,0,2022-09-13-11-34-33,607,1663040931,32.0,26.0
18999-027-02,塑膠件-防撞塊-修改,11mm防撞塊-12*11-優利膠加M4螺絲,1.0,0.0,3.0,1.0,0.0,0.0,0,1,0,2022-09-13-11-34-33,1,1663040931,1.0,0.0
21012-000003,硬化軌道,GTH5-5*2.5-SUS440A,3.0,7524000.0,18050000.0,9975000.0,0.0,9975000.0,3551233,4721694,1,2022-09-13-11-34-33,8272927,1663040931,0.0,0.0
21017-000001,配線槽-絕緣配線槽,KSS-KD-2-(45*45*1700),1.0,72249.0,7820.0,1650.0,600.0,9000.0,5066,11547,0,2022-09-13-11-34-33,16613,1663040931,0.0,2120.0
22002-000033,軸承-斜角滾珠軸承-一組2件,7001ADF-內徑12*外徑28*厚16,1.0,2709.0,4742.0,6905.0,4933.0,2535.0,4885,5621,0,2022-09-13-11-34-33,10506,1663040931,6170.0,5630.0
22002-000068,軸承-滾珠軸承(Ball bearing),686ZZ-內徑6*外徑13*厚5,1.0,110.0,138.0,22.0,14.0,98.0,73,183,0,2022-09-13-11-34-33,256,1663040931,7.0,56.0
22002-000069,軸承-滾珠軸承(Ball bearing),686-內徑6*外徑13*厚3.5,1.0,69.0,24.0,10.0,8.0,6.0,9,7,0,2022-09-13-11-34-33,16,1663040931,7.0,8.0
22002-000070,軸承-滾珠軸承,6900ZZ-內徑10*外徑22*厚6,1.0,2604.0,6909.0,5509.0,4065.0,3937.0,3332,4706,0,2022-09-13-11-34-33,8038,1663040931,4732.0,4715.0
22002-000075,軸承-滾珠軸承,6004ZZ-內徑20*外徑42*厚12,1.0,2432.0,1158.0,684.0,1187.0,880.0,747,771,0,2022-09-13-11-34-33,1518,1663040931,744.0,532.0
22002-000078,軸承-滾珠軸承,6000ZZ-內徑10*外徑26*厚8,1.0,485.0,232.0,85.0,318.0,102.0,151,140,0,2022-09-13-11-34-33,291,1663040931,126.0,28.0
22002-000080,軸承-滾珠軸承,6302ZZ-內徑15*外徑42*厚13,1.0,304.0,389.0,277.0,565.0,319.0,302,265,0,2022-09-13-11-34-33,567,1663040931,211.0,140.0
22002-000081,軸承-滾珠軸承,6300ZZ-內徑10*外徑35*厚11,1.0,3780.0,681.0,385.0,900.0,637.0,450,459,0,2022-09-13-11-34-33,909,1663040931,245.0,333.0
22002-000084,軸承-滾珠軸承,6200ZZ-內徑10*外徑30*厚9,1.0,421.0,219.0,112.0,158.0,120.0,156,103,0,2022-09-13-11-34-33,259,1663040931,120.0,104.0
22002-000108,軸承-滾珠軸承,6805ZZ-內徑25*外徑37*厚7,1.0,112.0,413.0,83.0,251.0,46.0,111,153,0,2022-09-13-11-34-33,264,1663040931,195.0,370.0
22002-000109,軸承-滾珠軸承,605ZZ-內徑5*外徑14*厚5,1.0,2659.0,5.0,3.0,0.0,0.0,99,210,0,2022-09-13-11-34-33,309,1663040931,9.0,6.0
22002-000132,軸承-滾珠軸承(Ball bearing),696ZZ-內徑6*外徑15*厚5,1.0,113.0,155.0,50.0,71.0,36.0,37,65,0,2022-09-13-11-34-33,102,1663040931,55.0,23.0
22002-000147,軸承-滾珠軸承,B625ZZ-內徑5*外徑16*厚5,1.0,178.0,674.0,295.0,138.0,157.0,216,249,0,2022-09-13-11-34-33,465,1663040931,338.0,165.0
22002-000160,軸承-滾珠軸承,606ZZ-內徑6*外徑17*厚6,1.0,3999.0,1019.0,1008.0,722.0,513.0,552,660,0,2022-09-13-11-34-33,1212,1663040931,764.0,803.0
22002-000163,軸承-滾珠軸承,F693ZZ-內徑3*外徑9.5*厚4-(TOYO訂製),1.0,1.0,335.0,301.0,540.0,232.0,308,461,0,2022-09-13-11-34-33,769,1663040931,372.0,108.0
22002-000164,軸承-滾珠軸承,674-內徑4*外徑7*厚2-(開放式-無蓋),1.0,736.0,400.0,91.0,41.0,23.0,58,75,0,2022-09-13-11-34-33,133,1663040931,44.0,66.0
22002-000165,軸承-滾珠軸承,676-內徑6*外徑10*厚2.5-(開放式-無蓋),1.0,360.0,500.0,139.0,129.0,44.0,72,68,0,2022-09-13-11-34-33,140,1663040931,75.0,41.0
22002-000168,軸承-滾珠軸承,635ZZ-內徑5*外徑19*厚6,1.0,3488.0,2152.0,780.0,498.0,516.0,518,527,0,2022-09-13-11-34-33,1045,1663040931,486.0,636.0
22002-000172,軸承-滾珠軸承,6803ZZ-內徑17*外徑26*厚5,1.0,544.0,211.0,28.0,357.0,112.0,119,102,0,2022-09-13-11-34-33,221,1663040931,71.0,21.0
22002-000179,軸承-滾珠軸承,6905ZZ-內徑25*外徑42*厚9(-40~180℃),1.0,314.0,49.0,26.0,122.0,22.0,39,23,0,2022-09-13-11-34-33,62,1663040931,0.0,36.0
22002-000180,軸承-滾珠軸承,JBS-6006ZZ-內徑30*外徑55*厚13(-40~180℃),1.0,114.0,67.0,84.0,120.0,18.0,14,29,0,2022-09-13-11-34-33,43,1663040931,0.0,0.0
22002-000181,軸承-滾珠軸承,6902ZZ-內徑15*外徑28*厚7(-40~180℃),1.0,184.0,78.0,128.0,62.0,12.0,118,79,0,2022-09-13-11-34-33,197,1663040931,64.0,10.0
22004-000146,滑塊-孔距26*2-M4-L5,TBI-TRS15VS-N-Z0,6.0,107.0,250.0,0.0,24.0,8.0,52,10,1,2022-09-13-11-34-33,62,1663040931,0.0,0.0
22004-000165,滑塊,THK-SSR15XW1SS(GK)-(鏈帶型),3.0,19488.0,1100.0,134.0,784.0,750.0,439,209,1,2022-09-13-11-34-33,648,1663040931,342.0,322.0
22004-000179,滑塊,THK-SRS15WMUUC1(GK)-(C1重預壓),3.0,1548.0,280.0,86.0,20.0,105.0,60,130,1,2022-09-13-11-34-33,190,1663040931,14.0,40.0
22005-000018,皮帶-環帶-橡膠皮帶,L270-5GT-15寬,1.0,2.0,201.0,10.0,122.0,47.0,56,70,0,2022-09-13-11-34-33,126,1663040931,14.0,11.0
22005-000021,皮帶-環帶-橡膠皮帶(Motor belt),L275-5GT-15寬,1.0,16.0,33.0,32.0,13.0,34.0,25,4,0,2022-09-13-11-34-33,29,1663040931,10.0,4.0
22005-000023,皮帶-環帶-橡膠皮帶(Motor belt),L288-3GT-25寬,1.0,354.0,127.0,144.0,165.0,104.0,101,134,0,2022-09-13-11-34-33,235,1663040931,94.0,98.0
22005-000039,皮帶-環帶-橡膠皮帶(Motor belt),L340-5GT-20寬,1.0,2.0,4.0,4.0,8.0,5.0,5,6,0,2022-09-13-11-34-33,11,1663040931,1.0,0.0
22005-000044,皮帶-環帶-橡膠皮帶(Motor belt),L350-5GT-20寬,1.0,18.0,14.0,6.0,28.0,29.0,15,10,0,2022-09-13-11-34-33,25,1663040931,22.0,16.0
22005-000048,皮帶-環帶-橡膠皮帶(Motor belt),L420-5GT-20寬,1.0,13.0,49.0,50.0,72.0,77.0,61,54,0,2022-09-13-11-34-33,115,1663040931,69.0,20.0
22005-000057,皮帶-環帶-橡膠皮帶(Motor belt),L475-5GT-20寬,1.0,7.0,6.0,3.0,13.0,14.0,7,5,0,2022-09-13-11-34-33,12,1663040931,3.0,13.0
22005-000160,皮帶-環帶-橡膠皮帶(Motor belt),L430-5GT-30寬,1.0,34.0,36.0,10.0,51.0,16.0,15,10,0,2022-09-13-11-34-33,25,1663040931,8.0,3.0
22005-000250,皮帶-環帶-橡膠皮帶,L295-5GT-25寬,1.0,33.0,3.0,8.0,5.0,2.0,4,4,0,2022-09-13-11-34-33,8,1663040931,2.0,0.0
22005-000252,皮帶-環帶-橡膠皮帶,L432-8YU-30寬,1.0,38.0,3.0,10.0,4.0,2.0,2,4,0,2022-09-13-11-34-33,6,1663040931,0.0,0.0
22005-000253,皮帶-環帶-橡膠皮帶,L132-2GT-4寬,1.0,56.0,25.0,30.0,10.0,17.0,52,32,0,2022-09-13-11-34-33,84,1663040931,20.0,20.0
22005-000270,皮帶-環帶-橡膠皮帶,L278-2GT-12寬,1.0,7.0,1.0,3.0,0.0,2.0,3,5,0,2022-09-13-11-34-33,8,1663040931,3.0,0.0
22005-000273,皮帶-環帶-橡膠皮帶,L230-2GT-12寬,1.0,11.0,1.0,2.0,2.0,0.0,2,0,0,2022-09-13-11-34-33,2,1663040931,1.0,4.0
22005-000291,皮帶-環帶-橡膠皮帶,L236-2GT-12寬,1.0,60.0,37.0,0.0,30.0,15.0,14,3,0,2022-09-13-11-34-33,17,1663040931,0.0,30.0
22005-000292,皮帶-環帶-橡膠皮帶,L230-2GT-10寬,1.0,1.0,13.0,7.0,1.0,15.0,12,31,0,2022-09-13-11-34-33,43,1663040931,0.0,5.0
22005-000303,皮帶-環帶-橡膠皮帶,L182-2GT-9寬,1.0,298.0,30.0,2.0,9.0,0.0,8,13,0,2022-09-13-11-34-33,21,1663040931,0.0,27.0
22005-000305,皮帶-環帶-橡膠皮帶,L288-3GT-15寬,1.0,539.0,300.0,261.0,155.0,172.0,176,142,0,2022-09-13-11-34-33,318,1663040931,141.0,191.0
22005-000313,皮帶-環帶-橡膠皮帶,L182-2GT-6寬,1.0,18.0,14.0,6.0,25.0,23.0,12,11,0,2022-09-13-11-34-33,23,1663040931,19.0,12.0
22005-000314,皮帶-環帶-橡膠皮帶,L196-2GT-6寬,1.0,31.0,82.0,141.0,98.0,118.0,87,86,0,2022-09-13-11-34-33,173,1663040931,125.0,105.0
22005-000317,皮帶-環帶-橡膠皮帶,L188-2GT-6寬,1.0,2.0,2.0,0.0,6.0,0.0,31,0,0,2022-09-13-11-34-33,31,1663040931,4.0,0.0
22005-000333,皮帶-環帶-橡膠皮帶,L186-2GT-9寬,1.0,142.0,83.0,34.0,66.0,33.0,26,41,0,2022-09-13-11-34-33,67,1663040931,22.0,70.0
22005-000348,皮帶-環帶-橡膠皮帶,L308-2GT-6寬,1.0,0.0,2.0,1.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,3.0,2.0
22006-000021,皮帶輪-組合式,P35-5GT+P16-5GT-內徑10,1.0,28.0,5.0,0.0,1.0,1.0,1,0,0,2022-09-13-11-34-33,1,1663040931,0.0,2.0
22006-000025-02,皮帶輪-雙邊擋片-02,零背隙-P20-AT5-厚70-外徑20,1.0,141.0,314.0,155.0,199.0,188.0,174,132,0,2022-09-13-11-34-33,306,1663040931,159.0,127.0
22006-000026,皮帶輪-雙邊擋片,P20-5GT-厚109-外徑20,1.0,31.0,8.0,4.0,3.0,0.0,5,3,0,2022-09-13-11-34-33,8,1663040931,7.0,0.0
22006-000027-02,皮帶輪-雙邊擋片-02,零背隙-P20-AT5-厚109-外徑20,1.0,205.0,175.0,136.0,150.0,110.0,99,112,0,2022-09-13-11-34-33,211,1663040931,95.0,95.0
22006-000031,皮帶輪-無擋片,P65-3GT-厚30-內徑20>47,1.0,641.0,259.0,146.0,165.0,104.0,109,143,0,2022-09-13-11-34-33,252,1663040931,101.0,100.0
22006-000035,皮帶輪-無擋片,P60-5GT-厚35-內徑20>47,1.0,87.0,35.0,4.0,51.0,16.0,12,12,0,2022-09-13-11-34-33,24,1663040931,8.0,3.0
22006-000047-02,皮帶輪-雙邊擋片-02,P16-2GT-厚28-外徑6,1.0,63.0,28.0,4.0,22.0,7.0,7,4,0,2022-09-13-11-34-33,11,1663040931,10.0,7.0
22006-000057-02,皮帶輪-雙邊擋片-02,零背隙-P20-AT5-厚121-外徑20,1.0,30.0,42.0,13.0,36.0,76.0,41,31,0,2022-09-13-11-34-33,72,1663040931,56.0,30.0
22006-000058-03,皮帶輪-雙邊擋片-03,零背隙-P20-AT5-厚135-外徑20,1.0,7.0,5.0,1.0,5.0,4.0,4,3,0,2022-09-13-11-34-33,7,1663040931,2.0,2.0
22006-000059-04,皮帶輪-雙邊擋片-04,零背隙-P20-AT5-厚90-外徑20,1.0,19.0,3.0,0.0,5.0,4.0,2,2,0,2022-09-13-11-34-33,4,1663040931,2.0,2.0
22006-000099,皮帶輪-無擋片,P90-3GT-厚35-內徑20>47,1.0,29.0,45.0,13.0,36.0,76.0,35,37,0,2022-09-13-11-34-33,72,1663040931,56.0,31.0
22006-000193-04,皮帶輪-雙邊擋片-04,零背隙-P20-AT5-厚114-外徑20,1.0,25.0,30.0,3.0,46.0,14.0,15,13,0,2022-09-13-11-34-33,28,1663040931,9.0,2.0
22006-000249-02,皮帶輪配件-馬達軸心迫緊座-02,外徑36*12,1.0,10.0,7.0,5.0,11.0,2.0,4,4,0,2022-09-13-11-34-33,8,1663040931,2.0,0.0
22006-000251,皮帶輪-雙邊擋片,P34-3GT-厚58-內徑25,1.0,26.0,2.0,2.0,8.0,0.0,2,2,0,2022-09-13-11-34-33,4,1663040931,0.0,0.0
22006-000259-03,皮帶輪-雙邊擋片-03,零背隙-P20-AT5-厚159.5-外徑20,1.0,55.0,21.0,1.0,46.0,10.0,12,12,0,2022-09-13-11-34-33,24,1663040931,5.0,1.0
22006-000260,皮帶輪-雙邊擋片,P16-5GT-厚41-外徑10+10,1.0,25.0,6.0,1.0,8.0,1.0,2,2,0,2022-09-13-11-34-33,4,1663040931,0.0,2.0
22006-000484,皮帶抱持輪-雙邊擋片,MK85-外徑69*內徑32*52L-(4顆軸承),1.0,39.0,11.0,4.0,18.0,4.0,2,1,0,2022-09-13-11-34-33,3,1663040931,0.0,6.0
22006-000485,皮帶抱持輪-雙邊擋片,MK110-外徑87.5*內徑40*58L-(4顆軸承),1.0,36.0,12.0,14.0,23.0,3.0,3,8,0,2022-09-13-11-34-33,11,1663040931,0.0,0.0
22006-000536,皮帶輪-雙邊擋片,P20-2GT-厚27-外徑6,1.0,86.0,16.0,10.0,8.0,6.0,10,6,0,2022-09-13-11-34-33,16,1663040931,7.0,8.0
